company_id,name,acronym,in_catalogue,n_documents,regions,countries,sectors,corporate_group,place_listed,legal_form_listed,year_start_listed,year_end_listed,founded_date_observed,capital_observed,capital_year,head_office_observed,n_ties,n_board_ties,n_directors,first_year_observed,last_year_observed
boiscoloniaux,Compagnie générale des Bois coloniaux,,1,6,Afrique equatoriale francaise,Afrique équatoriale française,Banques et groupes financiers; Documents généraux (par ordre chronologique),Groupe familial Fondère-Guynet-Weber-Bénédic,,,1921,1927,,350.000 fr.,1951,"commercial et direction : 28, avenue Daumesnil, PARIS. — Tél. : Diderot",94,89,47,1922,1951
kouango,"Compagnie du Kouango français, puis Compagnie nouvelle du Kouango français",,1,5,Afrique equatoriale francaise,Afrique équatoriale française; Oubangui-Chari (Centrafrique),Documents généraux (par ordre chronologique); mines et industries,,,,1900,,1900-01-09,10 millions fr.,1951,de la société le 15,88,88,26,1920,1951
banquepretsnantissementsmontspieteegyptiens,banque de prêts sur nantissements Société des monts-de-piété égyptiens,,0,1,Proche-Orient,Syrie-Liban,Banques et sociétés financières,,,,,,,6.400.000 fr.,1954,"Paris, 16, rue de Léningrad",94,88,25,1925,1953
agboville,AGBOVILLE,,0,1,Afrique occidentale francaise,Afrique occidentale française,Documents généraux (par ordre chronologique),,,,,,1933-03-15,,,,88,87,79,1931,1931
caissehypothecaireegypte,Caisse hypothécaire d'Égypte,,1,2,Maroc; Proche-Orient,Maroc; Égypte,Documents généraux (par ordre chronologique),,Anvers,,1903,,1903-04-30,10 millions fr.,1953,"Anvers, 12, Longue-Rue des Claires",96,87,30,1912,1953
ghmumm,G.-H. Mumm,,0,1,Indochine,Indochine,Commerce,,,,,,1920-08-04,500 millions fr.,1953,"Paris, 63, avenue des Champs-Elysées",87,87,32,1929,1953
andrelefebvre,André Lefebvre,,0,2,Madagascar et Djibouti,Madagascar,Documents généraux (par ordre chronologique),,,,,,,,,,86,86,66,1937,1963
electroentreprise,L'Électro-Entreprise,,1,2,Algerie; Empire (transversal),Algérie,"Bâtiment et travaux publics; Bâtiment et travaux publics, matériaux de construction, céramique",,Paris,S.A,1913,,1913-11-20,296.800.000 fr.,1953,"Paris, 32, rue de Mogador. Tél. : PIG. 67-02",92,86,37,1913,1953
minierecongo,Cie Minière du Congo français,CMCF,1,9,Afrique equatoriale francaise; Empire (transversal),Afrique équatoriale française; Congo-Brazzaville ou Moyen-Congo,Banques et groupes financiers; Documents généraux (par ordre chronologique); Groupes financiers transcoloniaux; Mines,Achalme (groupe du docteur Pierre)(1866-1936) : directeur du laboratoire colonial de l'École des hautes études,,,1921,1931,1905-06-20,93.150.000 FR.,1950,"admin. :9, rue Chauchat, Paris (9e)",87,85,54,1922,1951
forestieresanghaoubangui,Compagnie Forestière Sangha-Oubangui,CFSO,1,7,Afrique equatoriale francaise,Afrique équatoriale française; Cameroun; Congo-Brazzaville ou Moyen-Congo; Gabon,Agro-alimentaire; Banques et groupes financiers; Documents généraux (par ordre chronologique); Sociétés commerciales; industries agro-alimentaires,Groupe familial Fondère-Guynet-Weber-Bénédic,,,1911,,1911-02-21,24.000.000 fr.,1925,Lit-et-Mixe (Landes),88,85,50,1912,1953
manufacturetapiscouvertures,Manufacture française de tapis et couvertures,MFTC,1,1,Empire (transversal),,Groupes financiers transcoloniaux,SFFC-SOFFO : filiales et participations métropolitaines,,,,,,225 millions fr.,1953,"Beauvais, 5, bd Saint-Jean. Siège commercial : Paris, avenue de Messine, 16",85,85,22,1919,1953
etablissementsluchaire,Établissements LUCHAIRE,,0,3,Maroc; Proche-Orient; Tunisie,Maroc; Syrie-Liban; Tunisie,Documents généraux; Documents généraux (par ordre chronologique),,,,,,,,,"168 à 174, bd de la Villette",85,85,38,1925,1925
francoindochinoise,Compagnie Franco-indochinoise,,1,9,Inde et Indochine; Indochine,Indochine,"Documents généraux (par ordre chronologique); Rizières, rizeries, négoce de riz et autres céréales",Franco-indochinoise (Compagnie) : négoce de riz et maïs,,,,,,100 millions fr.,1954,"23, r. de la Pépinière, Paris, 8e",88,84,44,1900,1951
distilleriesindochine,Distilleries de l’Indochine,,1,10,Inde et Indochine; Indochine,Indochine,"Autres industries alimentaires; Banque, gérance, assurances…; Bois, meubles, papier, allumettes; Documents généraux (par ordre chronologique); Industries alimentaires",Distilleries de l’Indochine (Société française des)(SFDIC),,,1901,1932,1901-05-01,100.000.000 fr.,1943,"Paris, 53, rue de La-Boétie",89,84,34,1890,1943
minesbaliakaraidin,Mines de Balia-Karaïdin,,0,2,Proche-Orient,Empire ottoman/Turquie; Macédoine,,,,,,,,8.000.000 francs,1913,"de la société : Merkez Rihtim Han Galata, Istanbul, où les",84,84,27,1912,1940
industrielleagricolepointepitre,Société Industrielle et Agricole de La Pointe-à-Pitre,,1,1,Antilles-Guyane,Guadeloupe et Martinique,Divers,,,,,,1907-04-13,540 millions fr.,1954,"Paris, 1, rue Blanche. Tél. : TRI. 81-35",84,84,29,1913,1950
minesetainhauttonkin,Société des Mines d'étain du Haut-Tonkin,,1,7,Inde et Indochine; Indochine,Indochine,Documents généraux (par ordre chronologique); Mines,,,,1902,,,3.800.000 fr.,1971,Tinh-Tuc (Nord Viêt-,85,84,45,1890,1971
tapanoelie,Tapanoëlie,,0,1,Indochine,Java et Sumatra (Indes néerlandaises),Plantations à participation française,,,,,,,,,"La Haye (P.-B.), 6, Groot Hertoginnelaan",87,84,31,1914,1953
brasseriesglacieresindochine,Brasseries et glacières de l’Indochine,,1,4,Inde et Indochine; Indochine,Indochine,Autres industries alimentaires; Documents généraux (par ordre chronologique); Industries alimentaires,Brasseries et glacières de l’Indochine,,,1927,1975,1927-09-12,94.248.000 piastres,1951,"6, rue Paul-Blanchy, Saïgon",85,83,24,1887,1971
culturecotonniereniger,"Compagnie de Culture cotonnière du Niger, puis Compagnie générale du Niger",CICONNIC,1,5,Afrique occidentale francaise,"Afrique occidentale française; Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Documents généraux (par ordre chronologique); Industrie,,,,,,1919-11-25,20 millions fr.,1926,"rue Colbert, DAKAR (Sénégal). — Représentant à PARIS : Études et de",84,83,33,1922,1963
banquecommercialemaroc,Banque commerciale du Maroc,,1,4,Maroc,Maroc,"Banques, groupes financiers, assureurs; Documents généraux (par ordre chronologique)",,,S.A,1911,,1911-06-01,25 millions francs,1921,"central : 1, rue Gallieni, CASABLANCA",82,82,43,1911,1951
companhiamossamedes,Companhia de Mossamédès,,0,1,Afrique equatoriale francaise,Angola,,,,,,,,,,"Lisbonne, est, à partir du 24",82,82,39,1912,1937
exploitationsforestieresafricaines,Compagnie Exploitations forestières africaines,CEFA,1,7,Afrique equatoriale francaise,Afrique équatoriale française; Gabon,Agro-alimentaire; Documents généraux (par ordre chronologique); Industrie,,,,1920,,1920-05-14,67.500.00 fr.,1953,"Paris, 46, rue Boissière",86,80,46,1920,1959
marocaine,Compagnie marocaine,,1,11,Algerie; Antilles-Guyane; Maroc,Algérie; Guadeloupe et Martinique; Maroc,"Banques, groupes financiers, assureurs; Documentation générale; Documents généraux (par ordre chronologique); Industries agro-alimentaires; Transports maritimes et aériens; Transports terrestres, garages automobiles et agricoles",,,,,,1902-05-30,560 millions fr.,1954,"31, rue de Mogador, à Paris",96,80,46,1913,1952
banquetransatlantique,Banque transatlantique,,1,4,Empire (transversal); Maroc,Maroc,Bâtiment et travaux publics; Documents généraux (par ordre chronologique); Groupes financiers transcoloniaux,,,,1881,1940,,200 millions fr.,1951,"Paris, 10, rue de Mogador. Conseil d’administration : MM. Halfon",81,79,55,1891,1951
senegalaisevoieseconomiques,Compagnie Sénégalaise de voies économiques,,1,4,Afrique occidentale francaise,Afrique occidentale française; Sénégal,Documents généraux (par ordre chronologique); Transports,,Rufisque,S.A,1914,,1919-03-09,150.000 fr.,1929,"de la Compagnie : 29, rue Thiers à Dakar les dividendes de l’exercice 1947-1948",87,79,54,1921,1933
portsmarocains,Ports marocains,,0,1,Maroc,Maroc,"Transports maritimes, fluviaux et aériens",,,,,,1917-03-16,,,à la,79,79,32,1920,1945
saintelie,Saint-Élie,,1,1,Antilles-Guyane,Guyane française,Mines et placers,,,,1878,1922,1878-04-17,7.500.000 francs,1911,"à Paris, 11, rue",81,78,40,1878,1912
plantationscaoutchoucsumatra,Société des Plantations de caoutchouc de Sumatra,,1,2,Inde et Indochine; Indochine,Indochine; Java et Sumatra (Indes néerlandaises),"Café, thé, épices, coco, quinquina, vanille; Plantations à participation française",,,,,,,,,La Haye (Pays-Bas),78,77,24,1912,1948
constructionelectrique,CONSTRUCTION ÉLECTRIQUE,,0,1,Algerie,Algérie,Documents généraux (par ordre chronologique),,,,,,,,,"et usine : 64, q. National, Puteaux (Seine). … Succursale pour",79,76,75,1925,1925
etainskinta,Société des Étains de Kinta,,1,1,Inde et Indochine; Indochine,Malaisie,Sociétés françaises ou à participation française,,,,1886,,,840.000 francs,1984,"Paris, 62, rue Saint-Lazare",76,76,26,1927,1948
eauxelectriciteindochine,Compagnie des Eaux et d'électricité de l'Indochine,CEEI,1,5,Inde et Indochine; Indochine,Indochine,"Documents généraux (par ordre chronologique); Eau et assainissement, électricité (Utilities)",,,,1900,,1900-04-02,249.982.500 fr.,1971,de la trop,79,75,37,1887,1971
creditfoncierouestafricain,Crédit foncier de l'Ouest-Africain,,1,3,Afrique occidentale francaise; Empire (transversal),Afrique occidentale française; Sénégal,Banque; Documents généraux (par ordre chronologique),,Dakar,,1928,,1928-03-13,115.000.000 francs,1951,est à Djibouti,77,75,26,1931,1951
velvetrum,VELVET-RUM,,0,3,Algerie; Proche-Orient; Tunisie,Algérie; Syrie-Liban; Tunisie,Documents généraux; Documents généraux (par ordre chronologique),,,,,,,,,,75,75,42,1919,1921
cotonsafricains,Societe francaise des Cotons africains,,1,3,Afrique equatoriale francaise,Afrique équatoriale française; Oubangui-Chari (Centrafrique),Documents généraux (par ordre chronologique); mines et industries,,Bangui,,,,1931-12-29,300 millions francs,1958,Bangui (A.-E.F.),74,74,27,1932,1964
syndicatlyonnaismadagascar,Syndicat lyonnais de Madagascar,,1,7,Madagascar et Djibouti,Madagascar,Documents généraux (par ordre chronologique); Mines,,,,,,,2.062.500 FRANCS,1939,"transféré 55, place de la République. — Petites Affiches",81,74,37,1921,1973
chargeursreunis,Chargeurs réunis,,1,6,Empire (transversal); Inde et Indochine; Indochine,,"Documents généraux (par ordre chronologique); Transports fluviaux, maritimes et aériens; Transports fluviaux, maritimes et aériens. Ports, phares; Transports maritimes",,,,1872,,1872-02-13,1.750.000 francs,1920,Toute mesure ministérielle qui remédierait à ce mal — et,85,73,50,1880,1937
metallurgiqueminierefrancomarocaine,Compagnie Métallurgique et minière franco-marocaine,,1,4,Maroc,Maroc,Documents généraux (par ordre chronologique); Mines,,,,,,1912-01-16,2.400.000 fr.,1914,"Paris, 51, r. de la Chaussée-d'Antin",75,73,42,1912,1937
scieriesafricaines,Compagnie des Scieries africaines,,1,6,Afrique occidentale francaise,Afrique occidentale française; Côte d'Ivoire,Documents généraux (par ordre chronologique); Industries,,Grand-Bassam,,1918,,,5.074.000 fr.,1935,Abidjan,75,73,42,1922,1963
manutentionmarocaine,La Manutention marocaine,,1,6,Maroc,Maroc,"Documents généraux (par ordre chronologique); Transports maritimes, fluviaux et aériens",,Casablanca,,,,1916-01-13,1 500.000 fr.,1916,Casablanca,73,73,44,1913,1969
industriellecommercialeemyrne,Société Industrielle et Commerciale de l'Émyrne,SICE,1,4,Madagascar et Djibouti,Madagascar,Commerce; Documents généraux (par ordre chronologique),,,,,,1911-10-20,5.600.000 francs,1925,ou des agences en,75,73,30,1921,1956
sucreriesbresiliennes,Sucreries brésiliennes,,1,1,Antilles-Guyane,Brésil,,Sucreries brésiliennes (groupe),,,1907,,,7.000.000 fr.,1959,"est à Paris, 25, boulevard",75,73,27,1912,1953
etainswolframtonkin,"Étains et wolfram du Tonkin, puis Compagnie immobilière et financière Ewoto",EWT,1,5,Inde et Indochine; Indochine,Indochine,Documents généraux (par ordre chronologique); Mines,,,,1911,,1911-02-09,52.500.000 fr.,1955,"Paris, 19, bd Haussmann",73,73,36,1890,1971
minesouastamesloula,Compagnie des mines de Ouasta et de Mesloula,,1,2,Algerie,Algérie,Documents généraux (par ordre chronologique); Mines et carrières,,,,,,,127.377.600 francs,1952,Paris,73,72,28,1917,1948
comptoircommercialfrancoafricain,Comptoir commercial franco-africain,,0,3,Afrique occidentale francaise,Afrique occidentale française,Documents généraux (par ordre chronologique),,,,,,1924-04-21,68.250.000 fr.,1963,Dakar,72,72,65,1926,1963
commercialeindustriellecoteafrique,Société Commerciale et Industrielle de la Côte d'Afrique,CICA,1,5,Afrique occidentale francaise; Empire (transversal),Afrique occidentale française,Commerce; Documents généraux (par ordre chronologique); Sociétés commerciales transcoloniales,,Marseille,,,,1917-11-22,500 millions fr.,1954,"de la Société, les résultats au 30 avril",76,72,28,1921,1975
etudesexploitationsminieresindochine,Société d'Études et d'exploitations minières de l’Indochine,SEEMI,1,4,Inde et Indochine; Indochine,Indochine,Documents généraux (par ordre chronologique); Mines,Études et exploitations minières de l’Indochine (alliance des Bartholoni et des Solages),,,1922,1975,1920-08-05,62.135.000 fr.,1955,d'exploit. :,84,72,38,1890,1971
electricitealep,Électricité d'Alep,,1,1,Proche-Orient,Syrie-Liban,"Eaux, électricité (utilities)",,,,,,,54 millions fr.,1954,"Paris, 156, rue de l’Université",72,72,32,1925,1948
associationminiere,Association minière,,1,1,Empire (transversal),,Groupes miniers transcoloniaux,,,,,,,121.125.000 fr.,1955,"Paris, 9, rue Chauchat",71,71,35,1912,1948
proprietairekouilouniari,Compagnie Propriétaire du Kouilou-Niari,CPKN,1,5,Afrique equatoriale francaise,Afrique équatoriale française; Congo-Brazzaville ou Moyen-Congo,Documents généraux (par ordre chronologique); Sociétés commerciales,,,,,,1899-06-10,3.300.000 fr.,1929,BRAZZAVILLE (A.E.F.),71,71,35,1902,1937
marocainedistributioneaugazelectricite,"Société Marocaine de distribution d'eau, de gaz et d'électricité",,1,5,Maroc,Maroc,"Documents généraux (par ordre chronologique); Eau, gaz, électricité (Utilities)",,,,,,1914-04-29,,,"Paris, 45, rue Cortambert. Tél. : TRO. 13-02",71,71,38,1914,1969
manufacturesindochinoisescigarettes,Manufactures indochinoises de cigarettes,MIC,1,3,Inde et Indochine; Indochine,Indochine,Autres industries alimentaires; Documents généraux (par ordre chronologique); Industries alimentaires,,Cholon,,1929,,1929-07-01,15.000.000 piastres,1971,"de la société, on indique que l’usine de la société, située sur la route",71,70,36,1937,1971
soieriesfducharne,Soieries F.Ducharne,,1,1,Empire (transversal),,Groupes financiers transcoloniaux,SFFC-SOFFO : filiales et participations métropolitaines,Lyon,,,,,114.537.500 francs,1952,"Paris, 23, rue de l’Amiral-d’Estaing",70,70,26,1922,1953
banquetunisie,Banque de Tunisie,,1,4,Empire (transversal); Maroc; Tunisie,Maroc; Tunisie,"Banques et groupes financiers, assurances; Banques, groupes financiers, assureurs; Documents généraux (par ordre chronologique)",,,,1884,,,60.000.000 fr.,1948,"17, boulevard Haussmann, Paris (9e)",71,69,46,1886,1951
cimentsportlandartificielsindochine,Ciments Portland artificiels de l'Indochine,,1,5,Inde et Indochine; Indochine,Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques; Documents généraux (par ordre chronologique)",,Haïphong,,1899,,1899-07-10,1.500.000 fr.,1900,"Paris, 1, rue de Stockholm. Elle a été constituée en 1899",70,69,27,1890,1971
tabacs,Compagnie Générale des Tabacs,,1,3,Algerie; Empire (transversal); Indochine,Algérie; Indochine,Autres industries alimentaires; Groupes industriels transcoloniaux; Industries agro-alimentaires,,Paris,,,,1919-01-20,2.100.000 francs,1935,PARIS,80,69,46,1919,1933
energieindustrielle,L'Énergie industrielle,,1,3,Empire (transversal); Madagascar et Djibouti,Madagascar,"Documents généraux (par ordre chronologique); Eau et assainissement, électricité (utilities)",,,S.A,1906,,,8.000.000 fr.,1919,de la,69,69,53,1919,1938
entreprisesasiatiques,Société d'Entreprises asiatiques,,1,6,Inde et Indochine; Indochine,Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques; Documents généraux (par ordre chronologique)",,,,1921,,1921-03-30,1.000.000 francs,1922,"Mine Bartholoni, par Pak-Hin-Boun (Laos). Direction : M. G. Lazerges",69,69,55,1890,1938
indochinoiseplantationsheveas,Société indochinoise de plantations d'hévéas,,0,3,Indochine,Indochine,Documents généraux (par ordre chronologique); Héveas et caoutchouc,,,,,,1911-01-07,40.200.000 piastres,1954,"39, rue des Frères-Denis, SAÏGON (Sud Viêt-Nam)",69,69,21,1940,1954
